Date,Day,Time,Hour,Route,Bus No,Student_ID,Attendance
19-11-2025,Wednesday,16:31,16,City Center,B-101,S2270,Present
20-11-2025,Thursday,09:00,9,City Center,B-102,S2454,Present
20-11-2025,Thursday,08:47,8,Express Dc,B-401,S2271,Present
20-11-2025,Thursday,08:32,8,City Center,B-102,S2074,Present
20-11-2025,Thursday,08:55,8,University,B-202,S2121,Present
20-11-2025,Thursday,09:12,9,Express Dc,B-401,S2599,Present
20-11-2025,Thursday,08:30,8,City Center,B-102,S2012,Absent
20-11-2025,Thursday,08:50,8,Express Dc,B-401,S2299,Present
20-11-2025,Thursday,08:33,8,City Center,B-101,S2493,Present
20-11-2025,Thursday,08:45,8,University,B-202,S2197,Present
20-11-2025,Thursday,08:41,8,City Center,B-101,S2118,Present
20-11-2025,Thursday,08:55,8,City Center,B-101,S2178,Present
20-11-2025,Thursday,08:31,8,South Suburb,B-303,S2572,Present
20-11-2025,Thursday,08:31,8,City Center,B-101,S2136,Present
20-11-2025,Thursday,13:02,13,Express Dc,B-401,S2305,Absent
20-11-2025,Thursday,16:36,16,City Center,B-101,S2016,Present
20-11-2025,Thursday,16:36,16,City Center,B-102,S2341,Present
20-11-2025,Thursday,16:46,16,South Suburb,B-303,S2332,Present
20-11-2025,Thursday,17:07,17,South Suburb,B-303,S2458,Present
20-11-2025,Thursday,17:14,17,City Center,B-102,S2241,Present
20-11-2025,Thursday,17:04,17,University,B-202,S2449,Present
20-11-2025,Thursday,16:51,16,City Center,B-102,S2424,Present
20-11-2025,Thursday,16:40,16,City Center,B-102,S2270,Present
20-11-2025,Thursday,16:36,16,City Center,B-102,S2408,Present
20-11-2025,Thursday,17:11,17,City Center,B-101,S2441,Present
20-11-2025,Thursday,16:36,16,South Suburb,B-303,S2394,Absent
21-11-2025,Friday,09:01,9,University,B-202,S2596,Present
21-11-2025,Friday,08:35,8,City Center,B-102,S2402,Present
21-11-2025,Friday,09:11,9,Express Dc,B-401,S2319,Present
21-11-2025,Friday,09:14,9,University,B-202,S2027,Present
21-11-2025,Friday,09:08,9,Express Dc,B-401,S2517,Present
21-11-2025,Friday,08:58,8,South Suburb,B-303,S2493,Present
21-11-2025,Friday,09:02,9,University,B-202,S2425,Present
21-11-2025,Friday,08:31,8,Express Dc,B-401,S2223,Present
21-11-2025,Friday,08:30,8,City Center,B-102,S2304,Present
21-11-2025,Friday,08:39,8,Express Dc,B-401,S2472,Present
21-11-2025,Friday,08:48,8,South Suburb,B-303,S2436,Present
21-11-2025,Friday,09:13,9,University,B-202,S2051,Present
21-11-2025,Friday,09:05,9,City Center,B-102,S2360,Present
21-11-2025,Friday,08:46,8,Express Dc,B-401,S2064,Absent
21-11-2025,Friday,13:11,13,South Suburb,B-303,S2016,Present
21-11-2025,Friday,17:04,17,City Center,B-102,S2328,Present
21-11-2025,Friday,17:02,17,City Center,B-101,S2417,Present
21-11-2025,Friday,17:02,17,University,B-202,S2069,Present
21-11-2025,Friday,17:08,17,City Center,B-102,S2346,Present
21-11-2025,Friday,17:05,17,South Suburb,B-303,S2235,Present
21-11-2025,Friday,17:03,17,City Center,B-102,S2300,Present
21-11-2025,Friday,16:59,16,City Center,B-101,S2016,Present
21-11-2025,Friday,16:44,16,City Center,B-102,S2291,Present
21-11-2025,Friday,17:15,17,City Center,B-101,S2469,Present
21-11-2025,Friday,16:54,16,City Center,B-102,S2132,Present
21-11-2025,Friday,16:43,16,City Center,B-101,S2306,Present
21-11-2025,Friday,17:07,17,City Center,B-101,S2173,Absent
21-11-2025,Friday,17:14,17,Express Dc,B-401,S2592,Present
21-11-2025,Friday,16:47,16,University,B-202,S2183,Present
24-11-2025,Monday,09:07,9,City Center,B-101,S2068,Present
24-11-2025,Monday,09:01,9,University,B-202,S2485,Present
24-11-2025,Monday,09:02,9,Express Dc,B-401,S2283,Present
24-11-2025,Monday,08:52,8,City Center,B-101,S2512,Present
24-11-2025,Monday,08:45,8,University,B-202,S2539,Present
24-11-2025,Monday,09:09,9,University,B-202,S2256,Absent
24-11-2025,Monday,08:45,8,University,B-202,S2248,Present
24-11-2025,Monday,09:00,9,City Center,B-101,S2379,Present
24-11-2025,Monday,08:51,8,City Center,B-102,S2446,Present
24-11-2025,Monday,08:36,8,City Center,B-102,S2520,Present
24-11-2025,Monday,08:43,8,City Center,B-101,S2102,Present
24-11-2025,Monday,08:58,8,South Suburb,B-303,S2532,Present
24-11-2025,Monday,08:33,8,University,B-202,S2393,Present
24-11-2025,Monday,09:12,9,South Suburb,B-303,S2364,Present
24-11-2025,Monday,08:47,8,South Suburb,B-303,S2432,Present
24-11-2025,Monday,17:06,17,University,B-202,S2542,Present
24-11-2025,Monday,17:06,17,City Center,B-101,S2581,Present
24-11-2025,Monday,16:56,16,South Suburb,B-303,S2321,Present
24-11-2025,Monday,17:02,17,Express Dc,B-401,S2417,Present
24-11-2025,Monday,16:52,16,City Center,B-101,S2209,Present
24-11-2025,Monday,16:45,16,University,B-202,S2534,Present
24-11-2025,Monday,17:04,17,South Suburb,B-303,S2018,Present
24-11-2025,Monday,16:44,16,University,B-202,S2045,Present
24-11-2025,Monday,16:56,16,South Suburb,B-303,S2048,Present
24-11-2025,Monday,16:35,16,City Center,B-102,S2193,Present
24-11-2025,Monday,17:15,17,Express Dc,B-401,S2581,Present
24-11-2025,Monday,17:07,17,South Suburb,B-303,S2425,Present
25-11-2025,Tuesday,08:59,8,University,B-202,S2394,Present
25-11-2025,Tuesday,08:57,8,South Suburb,B-303,S2239,Present
25-11-2025,Tuesday,08:38,8,City Center,B-101,S2341,Present
25-11-2025,Tuesday,09:14,9,University,B-202,S2119,Present
25-11-2025,Tuesday,09:03,9,City Center,B-102,S2142,Present
25-11-2025,Tuesday,08:39,8,University,B-202,S2316,Present
25-11-2025,Tuesday,08:54,8,South Suburb,B-303,S2236,Present
25-11-2025,Tuesday,09:00,9,South Suburb,B-303,S2000,Present
25-11-2025,Tuesday,08:40,8,City Center,B-102,S2552,Absent
25-11-2025,Tuesday,08:44,8,City Center,B-102,S2181,Absent
25-11-2025,Tuesday,08:41,8,University,B-202,S2281,Present
25-11-2025,Tuesday,08:35,8,City Center,B-102,S2497,Absent
25-11-2025,Tuesday,08:48,8,City Center,B-102,S2369,Present
25-11-2025,Tuesday,08:56,8,University,B-202,S2109,Present
25-11-2025,Tuesday,09:02,9,City Center,B-101,S2599,Present
25-11-2025,Tuesday,13:43,13,University,B-202,S2372,Present
25-11-2025,Tuesday,16:41,16,City Center,B-101,S2567,Present
25-11-2025,Tuesday,17:13,17,University,B-202,S2263,Present
25-11-2025,Tuesday,16:30,16,City Center,B-101,S2600,Present
25-11-2025,Tuesday,17:14,17,Express Dc,B-401,S2429,Absent
25-11-2025,Tuesday,16:38,16,South Suburb,B-303,S2167,Present
25-11-2025,Tuesday,16:56,16,City Center,B-102,S2478,Present
25-11-2025,Tuesday,16:35,16,University,B-202,S2388,Present
25-11-2025,Tuesday,16:38,16,City Center,B-101,S2311,Present
25-11-2025,Tuesday,16:32,16,University,B-202,S2127,Present
25-11-2025,Tuesday,16:43,16,City Center,B-102,S2297,Present
25-11-2025,Tuesday,16:58,16,City Center,B-102,S2410,Present
26-11-2025,Wednesday,08:30,8,City Center,B-102,S2099,Present
26-11-2025,Wednesday,08:47,8,City Center,B-101,S2375,Present
26-11-2025,Wednesday,08:56,8,University,B-202,S2138,Present
26-11-2025,Wednesday,08:41,8,City Center,B-102,S2578,Present
26-11-2025,Wednesday,08:46,8,South Suburb,B-303,S2383,Present
26-11-2025,Wednesday,08:34,8,South Suburb,B-303,S2388,Present
26-11-2025,Wednesday,08:46,8,University,B-202,S2577,Present
26-11-2025,Wednesday,08:52,8,City Center,B-102,S2084,Present
26-11-2025,Wednesday,08:48,8,University,B-202,S2240,Present
26-11-2025,Wednesday,08:57,8,University,B-202,S2013,Present
26-11-2025,Wednesday,08:47,8,South Suburb,B-303,S2500,Present
26-11-2025,Wednesday,16:31,16,City Center,B-102,S2469,Present
26-11-2025,Wednesday,16:55,16,University,B-202,S2043,Present
26-11-2025,Wednesday,16:58,16,City Center,B-102,S2176,Present
26-11-2025,Wednesday,16:55,16,University,B-202,S2144,Present
26-11-2025,Wednesday,16:51,16,University,B-202,S2523,Present
26-11-2025,Wednesday,16:43,16,City Center,B-101,S2323,Present
26-11-2025,Wednesday,16:42,16,City Center,B-101,S2474,Present
26-11-2025,Wednesday,17:08,17,University,B-202,S2519,Present
26-11-2025,Wednesday,17:03,17,City Center,B-102,S2175,Present
26-11-2025,Wednesday,16:30,16,City Center,B-102,S2115,Present
26-11-2025,Wednesday,16:54,16,University,B-202,S2163,Present
26-11-2025,Wednesday,16:41,16,South Suburb,B-303,S2261,Present
26-11-2025,Wednesday,16:37,16,South Suburb,B-303,S2539,Present
26-11-2025,Wednesday,16:59,16,Express Dc,B-401,S2064,Present
26-11-2025,Wednesday,17:13,17,University,B-202,S2426,Present
27-11-2025,Thursday,09:15,9,South Suburb,B-303,S2095,Present
27-11-2025,Thursday,08:59,8,South Suburb,B-303,S2263,Present
27-11-2025,Thursday,08:49,8,City Center,B-102,S2020,Present
27-11-2025,Thursday,08:46,8,City Center,B-101,S2453,Present
27-11-2025,Thursday,08:34,8,University,B-202,S2176,Present
27-11-2025,Thursday,08:59,8,City Center,B-102,S2166,Present
27-11-2025,Thursday,08:53,8,City Center,B-101,S2472,Present
27-11-2025,Thursday,08:42,8,University,B-202,S2081,Present
27-11-2025,Thursday,08:52,8,University,B-202,S2515,Present
27-11-2025,Thursday,09:05,9,University,B-202,S2210,Present
27-11-2025,Thursday,08:57,8,South Suburb,B-303,S2411,Present
27-11-2025,Thursday,08:41,8,City Center,B-101,S2148,Absent
27-11-2025,Thursday,08:45,8,South Suburb,B-303,S2137,Present
27-11-2025,Thursday,08:54,8,City Center,B-102,S2004,Present
27-11-2025,Thursday,16:58,16,City Center,B-101,S2499,Absent
27-11-2025,Thursday,16:45,16,South Suburb,B-303,S2045,Present
27-11-2025,Thursday,17:12,17,Express Dc,B-401,S2106,Present
27-11-2025,Thursday,16:59,16,City Center,B-101,S2529,Present
27-11-2025,Thursday,16:49,16,South Suburb,B-303,S2595,Present
27-11-2025,Thursday,16:52,16,Express Dc,B-401,S2478,Present
27-11-2025,Thursday,16:57,16,City Center,B-102,S2037,Present
27-11-2025,Thursday,17:15,17,City Center,B-102,S2443,Present
27-11-2025,Thursday,17:00,17,Express Dc,B-401,S2545,Present
27-11-2025,Thursday,16:50,16,City Center,B-102,S2317,Present
27-11-2025,Thursday,16:57,16,City Center,B-102,S2568,Present
27-11-2025,Thursday,16:31,16,South Suburb,B-303,S2097,Present
28-11-2025,Friday,08:34,8,City Center,B-101,S2466,Present
28-11-2025,Friday,08:49,8,University,B-202,S2196,Present
28-11-2025,Friday,09:11,9,University,B-202,S2427,Present
28-11-2025,Friday,08:38,8,City Center,B-102,S2456,Present
28-11-2025,Friday,09:01,9,City Center,B-101,S2069,Present
28-11-2025,Friday,09:13,9,University,B-202,S2544,Present
28-11-2025,Friday,09:08,9,University,B-202,S2165,Present
28-11-2025,Friday,09:01,9,Express Dc,B-401,S2302,Present
28-11-2025,Friday,09:00,9,South Suburb,B-303,S2462,Present
28-11-2025,Friday,08:32,8,South Suburb,B-303,S2245,Present
28-11-2025,Friday,17:13,17,University,B-202,S2402,Present
28-11-2025,Friday,17:05,17,South Suburb,B-303,S2286,Present
28-11-2025,Friday,16:56,16,City Center,B-101,S2074,Present
28-11-2025,Friday,16:30,16,City Center,B-102,S2580,Present
28-11-2025,Friday,17:00,17,City Center,B-101,S2446,Present
28-11-2025,Friday,17:12,17,University,B-202,S2355,Present
28-11-2025,Friday,16:48,16,City Center,B-102,S2160,Present
28-11-2025,Friday,17:00,17,South Suburb,B-303,S2289,Present
28-11-2025,Friday,17:15,17,City Center,B-101,S2058,Present
28-11-2025,Friday,16:48,16,City Center,B-102,S2572,Present
28-11-2025,Friday,17:04,17,Express Dc,B-401,S2271,Present
28-11-2025,Friday,17:09,17,University,B-202,S2059,Present
01-12-2025,Monday,08:30,8,City Center,B-102,S2276,Present
01-12-2025,Monday,08:54,8,University,B-202,S2292,Present
01-12-2025,Monday,08:59,8,City Center,B-102,S2077,Present
01-12-2025,Monday,08:30,8,University,B-202,S2405,Present
01-12-2025,Monday,08:49,8,South Suburb,B-303,S2464,Present
01-12-2025,Monday,08:46,8,University,B-202,S2299,Present
01-12-2025,Monday,08:39,8,City Center,B-101,S2491,Present
01-12-2025,Monday,09:14,9,South Suburb,B-303,S2574,Present
01-12-2025,Monday,09:05,9,University,B-202,S2037,Present
01-12-2025,Monday,08:57,8,University,B-202,S2016,Present
01-12-2025,Monday,09:05,9,City Center,B-101,S2302,Present
01-12-2025,Monday,09:00,9,Express Dc,B-401,S2419,Present
01-12-2025,Monday,17:06,17,City Center,B-101,S2249,Present
01-12-2025,Monday,16:46,16,South Suburb,B-303,S2175,Present
01-12-2025,Monday,17:04,17,City Center,B-102,S2373,Present
01-12-2025,Monday,17:03,17,City Center,B-102,S2374,Present
01-12-2025,Monday,17:04,17,University,B-202,S2156,Present
01-12-2025,Monday,16:32,16,City Center,B-101,S2438,Present
01-12-2025,Monday,16:40,16,University,B-202,S2436,Present
01-12-2025,Monday,17:09,17,University,B-202,S2461,Present
01-12-2025,Monday,16:39,16,University,B-202,S2028,Present
01-12-2025,Monday,17:11,17,City Center,B-101,S2129,Present
01-12-2025,Monday,17:14,17,University,B-202,S2386,Present
01-12-2025,Monday,16:51,16,South Suburb,B-303,S2515,Present
01-12-2025,Monday,16:32,16,City Center,B-102,S2552,Present
02-12-2025,Tuesday,08:38,8,Express Dc,B-401,S2375,Present
02-12-2025,Tuesday,09:08,9,University,B-202,S2250,Present
02-12-2025,Tuesday,09:14,9,City Center,B-101,S2423,Present
02-12-2025,Tuesday,09:11,9,South Suburb,B-303,S2270,Absent
02-12-2025,Tuesday,08:58,8,City Center,B-102,S2420,Present
02-12-2025,Tuesday,08:48,8,City Center,B-102,S2083,Present
02-12-2025,Tuesday,08:47,8,City Center,B-101,S2519,Present
02-12-2025,Tuesday,09:11,9,University,B-202,S2239,Present
02-12-2025,Tuesday,09:03,9,Express Dc,B-401,S2111,Present
02-12-2025,Tuesday,08:54,8,City Center,B-101,S2554,Present
02-12-2025,Tuesday,09:09,9,Express Dc,B-401,S2246,Present
02-12-2025,Tuesday,17:08,17,Express Dc,B-401,S2237,Present
02-12-2025,Tuesday,16:34,16,City Center,B-101,S2247,Present
02-12-2025,Tuesday,16:50,16,City Center,B-101,S2206,Present
02-12-2025,Tuesday,17:10,17,City Center,B-102,S2552,Present
02-12-2025,Tuesday,16:35,16,Express Dc,B-401,S2129,Present
02-12-2025,Tuesday,16:39,16,City Center,B-101,S2570,Present
02-12-2025,Tuesday,16:51,16,South Suburb,B-303,S2290,Present
02-12-2025,Tuesday,16:48,16,City Center,B-102,S2293,Present
02-12-2025,Tuesday,16:51,16,City Center,B-102,S2378,Present
02-12-2025,Tuesday,16:53,16,City Center,B-101,S2281,Present
02-12-2025,Tuesday,16:31,16,South Suburb,B-303,S2249,Present
02-12-2025,Tuesday,17:04,17,University,B-202,S2477,Present
02-12-2025,Tuesday,16:31,16,University,B-202,S2412,Absent
02-12-2025,Tuesday,16:59,16,City Center,B-101,S2512,Present
02-12-2025,Tuesday,16:38,16,South Suburb,B-303,S2577,Present
03-12-2025,Wednesday,09:08,9,University,B-202,S2433,Present
03-12-2025,Wednesday,08:58,8,University,B-202,S2510,Present
03-12-2025,Wednesday,08:33,8,City Center,B-101,S2596,Present
03-12-2025,Wednesday,09:02,9,Express Dc,B-401,S2334,Present
03-12-2025,Wednesday,08:38,8,University,B-202,S2234,Present
03-12-2025,Wednesday,08:49,8,University,B-202,S2054,Present
03-12-2025,Wednesday,08:40,8,City Center,B-101,S2388,Present
03-12-2025,Wednesday,08:31,8,City Center,B-101,S2289,Present
03-12-2025,Wednesday,08:33,8,City Center,B-101,S2329,Present
03-12-2025,Wednesday,08:39,8,University,B-202,S2104,Present
03-12-2025,Wednesday,08:31,8,City Center,B-101,S2206,Present
03-12-2025,Wednesday,09:09,9,City Center,B-102,S2175,Present
03-12-2025,Wednesday,09:11,9,South Suburb,B-303,S2386,Present
03-12-2025,Wednesday,17:04,17,City Center,B-102,S2468,Present
03-12-2025,Wednesday,16:50,16,South Suburb,B-303,S2318,Present
03-12-2025,Wednesday,17:03,17,South Suburb,B-303,S2400,Absent
03-12-2025,Wednesday,16:47,16,Express Dc,B-401,S2016,Present
03-12-2025,Wednesday,16:31,16,City Center,B-102,S2377,Present
03-12-2025,Wednesday,17:04,17,South Suburb,B-303,S2358,Present
03-12-2025,Wednesday,17:15,17,City Center,B-102,S2515,Present
03-12-2025,Wednesday,17:10,17,City Center,B-101,S2324,Present
03-12-2025,Wednesday,16:57,16,University,B-202,S2523,Present
03-12-2025,Wednesday,17:09,17,City Center,B-101,S2118,Present
03-12-2025,Wednesday,16:36,16,University,B-202,S2563,Present
03-12-2025,Wednesday,17:08,17,University,B-202,S2229,Present
03-12-2025,Wednesday,16:54,16,University,B-202,S2362,Present
03-12-2025,Wednesday,17:10,17,South Suburb,B-303,S2014,Present
03-12-2025,Wednesday,16:44,16,University,B-202,S2122,Present
04-12-2025,Thursday,09:07,9,Express Dc,B-401,S2235,Present
04-12-2025,Thursday,08:52,8,University,B-202,S2481,Present
04-12-2025,Thursday,09:13,9,City Center,B-101,S2094,Present
04-12-2025,Thursday,08:32,8,University,B-202,S2578,Present
04-12-2025,Thursday,09:12,9,South Suburb,B-303,S2370,Present
04-12-2025,Thursday,09:10,9,Express Dc,B-401,S2087,Present
04-12-2025,Thursday,08:54,8,University,B-202,S2147,Present
04-12-2025,Thursday,09:14,9,City Center,B-102,S2292,Present
04-12-2025,Thursday,09:08,9,City Center,B-101,S2046,Present
04-12-2025,Thursday,08:39,8,City Center,B-102,S2299,Present
04-12-2025,Thursday,09:13,9,City Center,B-102,S2042,Absent
04-12-2025,Thursday,08:30,8,South Suburb,B-303,S2185,Present
04-12-2025,Thursday,08:52,8,South Suburb,B-303,S2391,Present
04-12-2025,Thursday,09:11,9,South Suburb,B-303,S2171,Present
04-12-2025,Thursday,08:41,8,South Suburb,B-303,S2570,Present
04-12-2025,Thursday,17:11,17,City Center,B-101,S2282,Present
04-12-2025,Thursday,16:36,16,University,B-202,S2268,Present
04-12-2025,Thursday,16:49,16,South Suburb,B-303,S2420,Present
04-12-2025,Thursday,16:58,16,University,B-202,S2136,Present
04-12-2025,Thursday,16:57,16,South Suburb,B-303,S2380,Present
04-12-2025,Thursday,16:34,16,City Center,B-101,S2367,Present
04-12-2025,Thursday,16:32,16,City Center,B-101,S2334,Present
04-12-2025,Thursday,16:45,16,South Suburb,B-303,S2528,Present
04-12-2025,Thursday,17:05,17,City Center,B-102,S2316,Present
04-12-2025,Thursday,16:39,16,City Center,B-102,S2283,Present
05-12-2025,Friday,08:59,8,Express Dc,B-401,S2385,Present
05-12-2025,Friday,09:15,9,University,B-202,S2317,Present
05-12-2025,Friday,09:03,9,South Suburb,B-303,S2528,Present
05-12-2025,Friday,09:11,9,South Suburb,B-303,S2181,Present
05-12-2025,Friday,08:33,8,City Center,B-102,S2490,Present
05-12-2025,Friday,09:12,9,City Center,B-101,S2556,Absent
05-12-2025,Friday,09:11,9,City Center,B-101,S2232,Present
05-12-2025,Friday,09:05,9,Express Dc,B-401,S2221,Present
05-12-2025,Friday,08:54,8,University,B-202,S2228,Present
05-12-2025,Friday,09:09,9,South Suburb,B-303,S2321,Present
05-12-2025,Friday,09:00,9,University,B-202,S2331,Present
05-12-2025,Friday,09:00,9,City Center,B-102,S2417,Present
05-12-2025,Friday,09:09,9,City Center,B-102,S2507,Present
05-12-2025,Friday,08:58,8,Express Dc,B-401,S2188,Present
05-12-2025,Friday,16:51,16,University,B-202,S2362,Present
05-12-2025,Friday,16:55,16,South Suburb,B-303,S2209,Present
05-12-2025,Friday,16:38,16,Express Dc,B-401,S2546,Present
05-12-2025,Friday,17:15,17,South Suburb,B-303,S2064,Present
05-12-2025,Friday,17:05,17,City Center,B-101,S2417,Present
05-12-2025,Friday,16:33,16,City Center,B-102,S2538,Present
05-12-2025,Friday,17:05,17,Express Dc,B-401,S2428,Present
05-12-2025,Friday,16:41,16,South Suburb,B-303,S2517,Present
05-12-2025,Friday,17:13,17,University,B-202,S2199,Present
05-12-2025,Friday,17:00,17,South Suburb,B-303,S2066,Present
05-12-2025,Friday,16:38,16,University,B-202,S2266,Present
08-12-2025,Monday,08:30,8,City Center,B-101,S2569,Present
08-12-2025,Monday,08:35,8,University,B-202,S2559,Present
08-12-2025,Monday,09:06,9,City Center,B-101,S2208,Present
08-12-2025,Monday,08:44,8,University,B-202,S2545,Present
08-12-2025,Monday,09:11,9,City Center,B-102,S2314,Present
08-12-2025,Monday,08:36,8,City Center,B-101,S2143,Present
08-12-2025,Monday,08:50,8,University,B-202,S2318,Present
08-12-2025,Monday,09:11,9,University,B-202,S2117,Present
08-12-2025,Monday,08:35,8,University,B-202,S2040,Present
08-12-2025,Monday,08:41,8,University,B-202,S2587,Present
08-12-2025,Monday,09:10,9,City Center,B-101,S2385,Present
08-12-2025,Monday,09:08,9,University,B-202,S2440,Present
08-12-2025,Monday,09:12,9,Express Dc,B-401,S2177,Present
08-12-2025,Monday,09:12,9,City Center,B-102,S2567,Present
08-12-2025,Monday,13:30,13,University,B-202,S2358,Present
08-12-2025,Monday,16:46,16,South Suburb,B-303,S2496,Present
08-12-2025,Monday,16:37,16,City Center,B-101,S2150,Present
08-12-2025,Monday,17:05,17,City Center,B-101,S2449,Present
08-12-2025,Monday,16:31,16,City Center,B-101,S2352,Present
08-12-2025,Monday,16:46,16,City Center,B-101,S2517,Present
08-12-2025,Monday,16:56,16,University,B-202,S2155,Present
08-12-2025,Monday,17:00,17,South Suburb,B-303,S2271,Present
08-12-2025,Monday,16:34,16,City Center,B-102,S2098,Absent
08-12-2025,Monday,16:32,16,City Center,B-101,S2011,Present
08-12-2025,Monday,17:08,17,South Suburb,B-303,S2338,Present
08-12-2025,Monday,17:03,17,City Center,B-102,S2167,Present
09-12-2025,Tuesday,08:57,8,Express Dc,B-401,S2387,Absent
09-12-2025,Tuesday,08:55,8,City Center,B-102,S2123,Present
09-12-2025,Tuesday,08:57,8,South Suburb,B-303,S2084,Absent
09-12-2025,Tuesday,09:09,9,South Suburb,B-303,S2364,Present
09-12-2025,Tuesday,08:58,8,University,B-202,S2199,Present
09-12-2025,Tuesday,08:52,8,South Suburb,B-303,S2299,Present
09-12-2025,Tuesday,09:04,9,South Suburb,B-303,S2103,Present
09-12-2025,Tuesday,08:34,8,City Center,B-101,S2097,Present
09-12-2025,Tuesday,08:59,8,University,B-202,S2329,Present
09-12-2025,Tuesday,08:50,8,University,B-202,S2501,Present
09-12-2025,Tuesday,08:57,8,University,B-202,S2540,Present
09-12-2025,Tuesday,08:46,8,South Suburb,B-303,S2545,Present
09-12-2025,Tuesday,08:54,8,City Center,B-101,S2087,Present
09-12-2025,Tuesday,09:04,9,City Center,B-101,S2092,Present
09-12-2025,Tuesday,08:37,8,City Center,B-101,S2029,Present
09-12-2025,Tuesday,17:09,17,South Suburb,B-303,S2531,Present
09-12-2025,Tuesday,16:44,16,South Suburb,B-303,S2057,Present
09-12-2025,Tuesday,17:15,17,University,B-202,S2308,Present
09-12-2025,Tuesday,17:07,17,University,B-202,S2497,Present
09-12-2025,Tuesday,17:08,17,City Center,B-101,S2214,Present
09-12-2025,Tuesday,16:51,16,University,B-202,S2454,Present
09-12-2025,Tuesday,16:53,16,South Suburb,B-303,S2340,Present
09-12-2025,Tuesday,16:40,16,University,B-202,S2378,Present
09-12-2025,Tuesday,16:39,16,South Suburb,B-303,S2541,Present
09-12-2025,Tuesday,17:14,17,City Center,B-102,S2364,Present
09-12-2025,Tuesday,16:33,16,University,B-202,S2013,Present
10-12-2025,Wednesday,08:59,8,University,B-202,S2060,Present
10-12-2025,Wednesday,08:51,8,South Suburb,B-303,S2103,Present
10-12-2025,Wednesday,08:34,8,University,B-202,S2234,Present
10-12-2025,Wednesday,09:10,9,City Center,B-102,S2369,Present
10-12-2025,Wednesday,09:05,9,University,B-202,S2104,Absent
10-12-2025,Wednesday,09:03,9,University,B-202,S2584,Present
10-12-2025,Wednesday,08:50,8,City Center,B-102,S2096,Present
10-12-2025,Wednesday,08:59,8,South Suburb,B-303,S2402,Present
10-12-2025,Wednesday,09:12,9,University,B-202,S2566,Present
10-12-2025,Wednesday,09:10,9,University,B-202,S2267,Present
10-12-2025,Wednesday,08:57,8,City Center,B-102,S2300,Present
10-12-2025,Wednesday,12:58,12,University,B-202,S2292,Present
10-12-2025,Wednesday,16:34,16,South Suburb,B-303,S2510,Present
10-12-2025,Wednesday,16:52,16,Express Dc,B-401,S2023,Present
10-12-2025,Wednesday,16:50,16,University,B-202,S2023,Present
10-12-2025,Wednesday,16:31,16,University,B-202,S2560,Present
10-12-2025,Wednesday,17:04,17,City Center,B-101,S2486,Present
10-12-2025,Wednesday,16:30,16,University,B-202,S2248,Present
10-12-2025,Wednesday,16:32,16,City Center,B-101,S2510,Present
10-12-2025,Wednesday,17:03,17,University,B-202,S2578,Present
10-12-2025,Wednesday,16:49,16,City Center,B-101,S2459,Present
10-12-2025,Wednesday,16:39,16,University,B-202,S2541,Present
10-12-2025,Wednesday,16:59,16,University,B-202,S2229,Present
10-12-2025,Wednesday,16:59,16,South Suburb,B-303,S2542,Present
11-12-2025,Thursday,09:00,9,City Center,B-102,S2376,Absent
11-12-2025,Thursday,08:44,8,University,B-202,S2277,Present
11-12-2025,Thursday,09:04,9,South Suburb,B-303,S2377,Absent
11-12-2025,Thursday,08:44,8,South Suburb,B-303,S2345,Present
11-12-2025,Thursday,08:58,8,City Center,B-101,S2320,Present
11-12-2025,Thursday,09:03,9,City Center,B-102,S2526,Present
11-12-2025,Thursday,09:07,9,Express Dc,B-401,S2505,Absent
11-12-2025,Thursday,08:38,8,City Center,B-102,S2175,Present
11-12-2025,Thursday,09:15,9,City Center,B-101,S2391,Present
11-12-2025,Thursday,08:31,8,South Suburb,B-303,S2375,Present
11-12-2025,Thursday,08:31,8,City Center,B-101,S2223,Present
11-12-2025,Thursday,08:31,8,City Center,B-102,S2266,Present
11-12-2025,Thursday,08:39,8,City Center,B-101,S2271,Present
11-12-2025,Thursday,08:34,8,City Center,B-102,S2245,Present
11-12-2025,Thursday,08:42,8,University,B-202,S2592,Present
11-12-2025,Thursday,13:37,13,Express Dc,B-401,S2210,Absent
11-12-2025,Thursday,17:00,17,City Center,B-101,S2520,Present
11-12-2025,Thursday,16:58,16,University,B-202,S2502,Present
11-12-2025,Thursday,16:30,16,South Suburb,B-303,S2213,Present
11-12-2025,Thursday,16:36,16,City Center,B-102,S2594,Present
11-12-2025,Thursday,16:34,16,South Suburb,B-303,S2023,Present
11-12-2025,Thursday,16:49,16,South Suburb,B-303,S2380,Present
11-12-2025,Thursday,16:59,16,South Suburb,B-303,S2036,Present
11-12-2025,Thursday,16:56,16,University,B-202,S2273,Present
11-12-2025,Thursday,16:49,16,City Center,B-102,S2433,Present
11-12-2025,Thursday,16:38,16,City Center,B-102,S2445,Present
12-12-2025,Friday,08:48,8,Express Dc,B-401,S2134,Present
12-12-2025,Friday,09:14,9,University,B-202,S2120,Present
12-12-2025,Friday,09:02,9,University,B-202,S2491,Absent
12-12-2025,Friday,08:50,8,South Suburb,B-303,S2126,Present
12-12-2025,Friday,09:09,9,City Center,B-102,S2387,Present
12-12-2025,Friday,08:55,8,University,B-202,S2403,Present
12-12-2025,Friday,08:32,8,University,B-202,S2256,Present
12-12-2025,Friday,09:11,9,City Center,B-101,S2144,Present
